"WOS_ID","Authors","Title","Year","Source","DOI","AdditionalPublications","Country","System","Habitat","DurationDays","NumberOfStressors","FullyFactorial","LargestCombination","SpecificCombinations","Physiological","Individual","Population","Community","Ecosystem","SingleSpecies","TaxonomicGroup","MultipleTimepoints","Recovery","Sequential","StressorOneClass","StressorOneIdentity","StressorOneNote","StressorOneLevels","StressorTwoClass","StressorTwoIdentity","StressorTwoNote","StressorTwoLevels","StressorThreeClass","StressorThreeIdentity","StressorThreeNote","StressorThreeLevels","StressorFourClass","StressorFourIdentity","StressorFourNote","StressorFourLevels","StressorFiveClass","StressorFiveIdentity","StressorFiveNote","StressorFiveLevels","StressorSixClass","StressorSixIdentity","StressorSixNote","StressorSixLevels","StressorSevenClass","StressorSevenIdentity","StressorSevenNote","StressorSevenLevels","StressorEightClass","StressorEightIdentity","StressorEightNote","StressorEightLevels","StressorNineClass","StressorNineIdentity","StressorNineNote","StressorNineLevels","StressorTenClass","StressorTenIdentity","StressorTenNote","StressorTenLevels","StressorElevenClass","StressorElevenIdentity","StressorElevenNote","StressorElevenLevels","StressorTwelveClass","StressorTwelveIdentity","StressorTwelveNote","StressorTwelveLevels","StressorThirteenClass","StressorThirteenIdentity","StressorThirteenNote","StressorThirteenLevels","StressorFourteenClass","StressorFourteenIdentity","StressorFourteenNote","StressorFourteenLevels","StressorFifteenClass","StressorFifteenIdentity","StressorFifteenNote","StressorFifteenLevels","StressorSixteenClass","StressorSixteenIdentity","StressorSixteenNote","StressorSixteenLevels","StressorSeventeenClass","StressorSeventeenIdentity","StressorSeventeenNote","StressorSeventeenLevels","StressorEighteenClass","StressorEighteenIdentity","StressorEighteenNote","StressorEighteenLevels","StressorNineteenClass","StressorNineteenIdentity","StressorNineteenNote","StressorNineteenLevels","StressorTwentyClass","StressorTwentyIdentity","StressorTwentyNote","StressorTwentyLevels","StressorTwentyOneClass","StressorTwentyOneIdentity","StressorTwentyOneNote","StressorTwentyOneLevels","StressorTwentyTwoClass","StressorTwentyTwoIdentity","StressorTwentyTwoNote","StressorTwentyTwoLevels"
"WOS:000221203100019","Melody, KJ; Richardson, JS","Responses of invertebrates and algae of a boreal coniferous forest stream to experimental manipulation of leaf litter inputs and shading",2004,"HYDROBIOLOGIA","10.1023/B:HYDR.0000026506.16929.e1",NA,"canada","mesocosm","lentic","30",2,"yes",2,"1-2,","no","no","no","yes","no",NA,NA,"no","no","no","visible light","shading","To shade the troughs, a 90% shade cloth (American Horticultural Supplies) was placed over 8 randomly selected channels. The shade cloth used was found to reduce light levels by 85-90% in a previous experiment (Kim & Richardson, 2000).",2,"biological alterations","leaf litter type","Detritus levels were manipulated by placing 12.5 g m-2 of air-dried leaf litter in the 8 randomly selected low detritus treatment troughs and 50 g m-2 in the high detritus treatment troughs. Detritus levels were based on Prescott et al's (1989) estimates of litterfall for a similar forest type for September/October, which were 50 g m-2 of dried leaf litter (286 g m-2 yr-1).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000221336700013","Parris, MJ; Baud, DR","Interactive effects of a heavy metal and chytridiomycosis on Gray Treefrog larvae (Hyla chrysoscelis)",2004,"COPEIA","10.1643/CE-03-116R1",NA,"usa","lab",NA,"75",2,"yes",2,"1-2,","yes","yes","no","no","no","hyla chrysoscelis","amphibia","yes","yes","no","metals","copper","copper (0, 0.38, 0.64, 2.12, or 3.18 mg/L)",5,"disease","batrachochytrium dendrobatidis","P/A",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000222018200034","Fridman, O; Corro, L; Herkovits, J","Estradiol uptake, toxicity, metabolism, and adverse effects on cadmium-treated amphibian embryos",2004,"ENVIRONMENTAL HEALTH PERSPECTIVES","10.1289/ehp.6647",NA,"argentina","lab",NA,"7",2,"yes",2,"1-2,","no","no","yes","no","no","bufo arenarum","amphibia","yes","no","no","pharmaceuticals","estradiol","0.1, 1, or 10 µmol/L E2",4,"metals","cadmium","0, 1mg/L",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000222565400004","Cedergreen, N; Spliid, NH; Streibig, JC","Species-specific sensitivity of aquatic macrophytes towards two herbicide",2004,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","10.1016/j.ecoenv.2004.04.002",NA,"denmark","lab",NA,"14",2,"yes",2,"1-2,","no","yes","yes","no","no",NA,NA,"no","no","no","herbicide","terbuthylazine","To study the effect on the aquatic flora, we tested the sensitivity of 10 aquatic macrophyte species and a natural epiphyte community in a 2-week laboratory multispecies test at constant terbutylazine concentrations (0, 8, 23, 64, 184, 525, and 1500 μg L-1) and two irradiance regimes (low [207+/-50 μmol m-2 s-1 (PAR)] , high [544+/-75 μmol m-2 s-1 (PAR])",7,"visible light","light intensity","To study the effect on the aquatic flora, we tested the sensitivity of 10 aquatic macrophyte species and a natural epiphyte community in a 2-week laboratory multispecies test at constant terbutylazine concentrations (0, 8, 23, 64, 184, 525, and 1500 μg L-1) and two irradiance regimes (low [207+/-50 μmol m-2 s-1 (PAR)] , high [544+/-75 μmol m-2 s-1 (PAR])",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000223156600007","Rohr, JR; Elskus, AA; Shepherd, BS; Crowley, PH; McCarthy, TM; Niedzwiecki, JH; Sager, T; Sih, A; Palmer, BD","Multiple stressors and salamanders: Effects of an herbicide, food limitation, and hydroperiod",2004,"ECOLOGICAL APPLICATIONS","10.1890/03-5087",NA,"usa","mesocosm","lentic","58",2,"yes",2,"1-2,","no","yes","no","no","no","ambystoma maculatum","amphibia","yes","no","no","insecticide","carbaryl","carbaryl concentration (0, 3.5, or 7.0 mg/L)",3,"herbicide","atrazine","atrazine concentration (0 or 200 μg/L).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000223758900006","Nunez-Olivera, E; Martinez-Abaigar, J; Tomas, R; Beaucourt, N; Arroniz-Crespo, M","Influence of temperature on the effects of artificially enhanced UV-B radiation on aquatic bryophytes under laboratory conditions",2004,"PHOTOSYNTHETICA","10.1023/B:PHOT.0000040591.74037.f1",NA,"spain","lab",NA,"82",2,"yes",2,"1-2,","yes","yes","no","no","no","fontinalis antipyretica; jungermannia cordifolia","macrophyte","yes","no","no","temperature","warming","2 oC vs. 10 oC",2,"UV light","UVB","Control (photosynthetically active radiation (PAR) lamps) and UVB lamps.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000224054400011","Dautremepuits, C; Betoulle, S; Paris-Palacios, S; Vernet, G","Immunology-related perturbations induced by copper and chitosan in carp (Cyprinus carpio L.)",2004,"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","10.1007/s00244-004-3115-0",NA,"france","lab",NA,"8",2,"yes",2,"1-2,","yes","no","no","no","no","cyprinus carpio","fish","yes","no","no","metals","copper","In this study, carp were exposed to two sublethal chitosan concentrations (75 and 150 mg/L) or to two sublethal copper concentrations (0.1 and 0.25 mg/L) or to a mixture of chitosan plus copper (75 mg/L and 0.1 mg/L, respectively).",2,"pharmaceuticals","chitosan","In this study, carp were exposed to two sublethal chitosan concentrations (75 and 150 mg/L) or to two sublethal copper concentrations (0.1 and 0.25 mg/L) or to a mixture of chitosan plus copper (75 mg/L and 0.1 mg/L, respectively).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000224309600005","Mahaney, WM; Wardrop, DH; Brooks, RP","Impacts of stressors on the emergence and growth of wetland plant species in Pennsylvania, USA",2004,"WETLANDS","10.1672/0277-5212(2004)024[0538:IOSOTE]2.0.CO;2",NA,"usa","mesocosm","lentic","140",2,"yes",2,"1-2,","no","yes","no","no","no","carex crinita; carex emoryi; geum laciniatum; glyceria striata; leersia oryzoides; panicum clandestinum; scirpus cyperinus; triadenum virginicum; carex vulpinoidea; cirsium arvense; daucus carota; phalaris arundinacea; solidago canadensis; solidago rugosa","mixed","no","no","yes","habitat alteration","sedimentation","1-cm layer of fine sand spread unto the soil layer, immediately following sowing; levels =  control - no sedimentation / addition of find sand; addition of sand spread unto the soil layer",2,"nutrients","nutrient enrichment","enrichment with addition of fertilizer - 20 mg NO3-N/L H2O solution; added during watering; levels =  control- no fertilizer and  20 mg NO3-N/L H2O solution; levels =  control- no fertilizer and  20 mg NO3-N/L H2O solution",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000224979700002","Schofield, KA; Pringle, CM; Meyer, JL","Effects of increased bedload on algal- and detrital-based stream food webs: Experimental manipulation of sediment and macroconsumers",2004,"LIMNOLOGY AND OCEANOGRAPHY","10.4319/lo.2004.49.4.0900",NA,"usa","field","lotic","56",2,"yes",2,"1-2,","no","no","no","yes","yes",NA,NA,"yes","no","no","habitat alteration","sedimentation","Sedimentation treaments received 250 g of sand daily: sand was wetted and then added by hand as uniformly as possible to the entire frame area. By adding 250g to each frame, bedload was increased by approximately 60%.",2,"biological alterations","species loss","Tiles or leaf packs were attached to frames placed in the stream. To exclude macroconsumers, one frame in each pair was connected to a solar-powered fence charger (Parmak Model DF-SP-SS, Parker McCrory Manufacturing). Each charger contained a 6-V gel cell battery and delivered repeated elec- tric pulses (~54-55 min-1) to the 0.25-m2 frame area at a maximum joule rating of 1.4 J. These electric pulses prevented the entry of fishes and crayfish but did not adversely affect smaller organisms such as aquatic insect larvae. The unelectrified frame in each pair was accessible to macroconsumers and served as a control. The tile experiment lasted 40 days and the leaf pack experiment lasted 56 days.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000225533200008","Fritioff, A; Kautsky, L; Greger, M","Influence of temperature and salinity on heavy metal uptake by submersed plants",2005,"ENVIRONMENTAL POLLUTION","10.1016/j.envpol.2004.05.036",NA,"sweden","lab",NA,"2",2,"yes",2,"1-2,","yes","yes","no","no","no","elodea canadensis; potamogeton natans","macrophyte","no","no","yes","temperature","temperature range","Water in one-third of the tubs was chilled to 5 °C using a compressor (TECO RA 680, Italy), thermostats (Jager, Type LZRH, Wustenrot), heated the water of another third of the tubs at 20 °C and the water of the remaining third of the tubs was kept at 11 °C.",3,"salinity","increased salinity","NaCl was added, which resulted in final salinity levels of 0, 0.5, and 5‰",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000226533900002","Hallare, AV; Schirling, M; Luckenbach, T; Kohler, HR; Triebskorn, R","Combined effects of temperature and cadmium on developmental parameters and biomarker responses in zebrafish (Danio rerio) embryos",2005,"JOURNAL OF THERMAL BIOLOGY","10.1016/j.jtherbio.2004.06.002",NA,"germany","lab",NA,"4",2,"yes",2,"1-2,","no","yes","no","no","no","danio rerio","fish","no","no","no","temperature","temperature range","containing 50mL of each of the cadmium concentrations (0, 5, 10, 25, 50, 75, and 100 mg/L of Cd) at different temperatures (21 1C, 26 1C, and 33 1C).",3,"metals","cadmium","containing 50mL of each of the cadmium concentrations (0, 5, 10, 25, 50, 75, and 100 mg/L of Cd) at different temperatures (21 1C, 26 1C, and 33 1C).",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000226533900002","Hallare, AV; Schirling, M; Luckenbach, T; Kohler, HR; Triebskorn, R","Combined effects of temperature and cadmium on developmental parameters and biomarker responses in zebrafish (Danio rerio) embryos",2005,"JOURNAL OF THERMAL BIOLOGY","10.1016/j.jtherbio.2004.06.002",NA,"germany","lab",NA,"7",2,"yes",2,"1-2,","no","yes","no","no","no","danio rerio","fish","yes","no","no","temperature","temperature range","containing 50 ml of each of the cadmium concentrations (0, 0.25, 0.5, 2, 5, and 10 mg/L of Cd) at different temperatures (21 1C, 26 1C, and 33 1C). The embryos were exposed until the time of hatching.",3,"metals","cadmium","containing 50 ml of each of the cadmium concentrations (0, 0.25, 0.5, 2, 5, and 10 mg/L of Cd) at different temperatures (21 1C, 26 1C, and 33 1C). The embryos were exposed until the time of hatching.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000226566400002","Springman, KR; Kurath, G; Anderson, JJ; Emlen, JM","Contaminants as viral cofactors: assessing indirect population effects",2005,"AQUATIC TOXICOLOGY","10.1016/j.aquatox.2004.10.006",NA,"usa","lab",NA,"4",2,"yes",2,"1-2,","no","no","yes","no","no","oncorhynchus mykiss","fish","no","no","yes","other chemicals","beta-naphthoflavone","Chemicals were purchased from Acr¯os Organics, Pittsburgh, Pennsylvania. Doses of BNF were prepared at ambient temperature in corn oil as a carrier, and loaded in 1 ml tuberculin syringes (Becton Dickinson, Franklin Lakes, NJ). The doses were: 10 mg/kg, 2.5 mg/kg, and 0 mg/kg (oil only). Pilot studies confirmed literature that these BNF doses are sublethal and can be transferred to targets of this size via this carrier. -Naphthoflavone doses for three fish weight classes, ≤3.5 g, 3.5-4.5 g, ≥4.5 g, were prepared for each dose in order to maintain uniform injection volume of 50l/fish.",3,"disease","infectious hematopoietic necrosis virus","The IHNV challenge strain 220-90 was propagated in the epithelioma papulosum cyprini (EPC) cell line (Fijan et al., 1983) and titered by plaque assay as previously described (LaPatra et al., 1994). Inocula for 50l/fish challenge doses were prepared with serial dilutions of virus stock (titer 2*108 pfu/ml) for challenge doses of 102 pfu/fish and 104 pfu/fish, determined in pilot studies to produce similar mortalities and time to death results.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000226962200007","Persaud, AD; Williamson, CE","Ultraviolet and temperature effects on planktonic rotifers and crustaceans in northern temperate lakes",2005,"FRESHWATER BIOLOGY","10.1111/j.1365-2427.2005.01334.x",NA,"usa","field","lentic","7",2,"yes",2,"1-2,","no","yes","yes","yes","no",NA,NA,"no","no","no","UV light","UV light","The experiment had four treatments in each lake: UV present (+UV, no mesh), UV present along with window mesh (+UV, mesh), UV excluded (-UV, no mesh), and UV excluded with window mesh (-UV, mesh).",4,"temperature","warming","Zooplankton were incubated between 16 and 23 April 2003 in the surface waters of two lakes with different DOC concentrations. DOC was used as a means of naturally varying temperature because the surface waters of high DOC systems warm up faster compared with low DOC systems in the spring months. Lakes Lacawac (DOC = 4.8 mg L-1) and Giles (DOC = 1.8 mg L-1) were used as 'warm' and 'cold' incubation lakes, respectively. The temperature difference between the lakes was approximately 3-4 °C throughout the experimental period (Table 1).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000226978400003","Gusewell, S","Responses of wetland graminoids to the relative supply of nitrogen and phosphorus",2005,"PLANT ECOLOGY","10.1007/s11258-004-0010-8",NA,"switzerland","mesocosm","lentic","84",2,"yes",2,"1-2,","no","yes","no","no","no","carex flava; carex panicea; molinia caerulea; phalaris arundinacea","terrestrial plants","no","no","no","nutrients","nutrient ratio","in experiment 2, with three supply levels, these means were 2.58 mg low supply , 7.75 mg medium supply and 23.24 mg high supply",5,"nutrients","nutrient enrichment","Five different N:P supply ratios differing by a factor of three 1.7, 5, 15, 45 and 135 were obtained by multiplying N supply and dividing P supply by 0.33, 0.58, 1, 1.73 and 3, respectively.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000227375500009","Das, S; Sahu, BK","Interaction of pH with mercuric chloride toxicity to penaeid prawns from a tropical estuary, East Coast of India: enhanced toxicity at low pH",2005,"CHEMOSPHERE","10.1016/j.chemosphere.2004.09.088",NA,"india","lab",NA,"4",2,"yes",2,"1-2,","yes","yes","no","no","no","penaeus monodon; penaeus
indicus","crustacea","yes","no","no","acidity","pH range","The test solutions of varied pH from 5.4 to 9.3 were maintained by using phosphate buffer",5,"metals","mercury","Suitable controls were maintained in estuarine water without added mercury having HgCl2 concentration 0.005mgl 1 at each pH range",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000227471100001","Liboriussen, L; Landkildehus, F; Meerhoff, M; Bramm, ME; Sondergaard, M; Christoffersen, K; Richardson, K; Sondergaard, M; Lauridsen, TL; Jeppesen, E","Global warming: Design of a flow-through shallow lake mesocosm climate experiment",2005,"LIMNOLOGY AND OCEANOGRAPHY-METHODS","10.4319/lom.2005.3.1",NA,"denmark","mesocosm","lentic","480",2,"yes",2,"1-2,","no","no","no","no","yes",NA,NA,"yes","no","no","temperature","warming","IPCC climate scenario A2 (Houghton et al. 2001) and A2 + 50% scaled to local conditions in the region (average over five 25 * 25 km grid cells [pers. comm. O. Bossing Christensen, Danish Meteorological Institute]) were applied as the low and high warming scenarios, respectively. The climate scenario A2 models actually predict air temperatures. However, because the temperature of surface waters closely follows that of the air in shallow lakes, we chose to use the modeled air temperatures as a surrogate of water temperatures. Warming was calculated as the mean air temperature increases in one particular month with respect to a 30-y reference period (1961 to 1990) and the modeled temperatures in the same month in 2071 to 2100 (Fig. 3). The modeled temperature difference for the A2 scenario is generally higher in August to January (max: 4.4°C in September) than during the rest of the year (min: 2.5°C in June).",3,"nutrients","nutrient enrichment","Half of the mesocosms are enriched with nitrogen and phosphorus while the other half remain unenriched. Throughout the first year, nutrients were added weekly as Na2HPO4 and Ca(NO3)2 solutions with a constant loading of 54 mg P and 538 mg N per mesocosm each week (2.7 mg P m-2 d-1 and 27.1 mg N m-2 d-1).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000227855800008","Baldisserotto, B; Chowdhury, MJ; Wood, CA","Effects of dietary calcium and cadmium on cadmium accumulation, calcium and cadmium uptake from the water, and their interactions in juvenile rainbow trout",2005,"AQUATIC TOXICOLOGY","10.1016/j.aquatox.2004.11.019",NA,"canada","lab",NA,"30",2,"yes",2,"1-2,","yes","yes","no","no","no","oncorhynchus mykiss","fish","yes","no","no","metals","cadmium","Cd(NO3 )2 4H2O was dissolved in the deionized water and added to the food paste at 300 µg Cd/g food",2,"alkalinity","calcium","CaCO3 was dissolved in the deionized water and added to the food paste at 50 mg Ca2+ /g food",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000227935500026","Glover, CN; Wood, CA","Physiological characterisation of a pH- and calcium-dependent sodium uptake mechanism in the freshwater crustacean, Daphnia magna",2005,"JOURNAL OF EXPERIMENTAL BIOLOGY","10.1242/jeb.01426",NA,"usa","lab",NA,"0.04",2,"yes",2,"1-2,","yes","yes","no","no","no","daphnia magna","crustacea","no","no","no","acidity","low pH","Three pH levels (4, 6 and 8) - 8 was the baseline",3,"alkalinity","calcium","Three calcium concentrations (0, 0.5 and 1 mmol per L, as CaSO4)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000228082300021","White, KL; Haggard, BE; Matlock, MD; Kim, JW","Periphytic chlorophyll-a response to Triclosan exposure: Application of a passive diffusion periphytometer",2005,"APPLIED ENGINEERING IN AGRICULTURE",NA,NA,"usa","field","lotic","7",2,"yes",2,"1-2,","no","no","no","yes","no",NA,NA,"no","no","no","general biocide","triclosan","low TCS (50 μg TCS L-1, LT), medium TCS (100 μg TCS L-1, MT), high TCS (500 μg TCS L-1, HT),",3,"nutrients","nutrient enrichment","nutrients (2000 μg PO4-P L-1 and 20000 μg NO3-N L-1, NU)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
